date,tc=0_tv=0.1,tc=0.001_tv=0.1,tc=0.0025_tv=0.1,tc=0.005_tv=0.1,tc=0_tv=0.15,tc=0.001_tv=0.15,tc=0.0025_tv=0.15,tc=0.005_tv=0.15,tc=0_tv=0.2,tc=0.001_tv=0.2,tc=0.0025_tv=0.2,tc=0.005_tv=0.2,tc=0_tv=0.25,tc=0.001_tv=0.25,tc=0.0025_tv=0.25,tc=0.005_tv=0.25,tc=0_tv=inf,tc=0.001_tv=inf,tc=0.0025_tv=inf,tc=0.005_tv=inf
2016-01-19,-0.03239984405860019,-0.032670763829622196,-0.03307702969717641,-0.03375383613146088,-0.04842293745109072,-0.048824225452920755,-0.049425903898726475,-0.05042802546576575,-0.06432626991005086,-0.06485455961674602,-0.06564654778905943,-0.06696533843638985,-0.07711673840635414,-0.0774462487079366,-0.07794032808472229,-0.07876329772071744,-0.08448514783929029,-0.08458942721175922,-0.08474582648601647,-0.08500643919239803
2016-01-20,-0.03541359548128187,-0.035701080270020724,-0.036132175739838734,-0.03685031707340791,-0.05286870470594096,-0.05329379508786225,-0.05393113768232083,-0.054992594462935473,-0.07015489244159856,-0.07071355052944894,-0.07155102278788195,-0.07294543782667495,-0.08430292147360219,-0.08467137355467313,-0.08522381147551472,-0.0861439011277444,-0.09252723841306976,-0.09263819859939726,-0.09280461602340973,-0.09308191745875039
2016-01-21,-0.035629335780469784,-0.035932613974487326,-0.036387381858484114,-0.037144930061222436,-0.053186459115592166,-0.05363475947688112,-0.054306877835036294,-0.05542618977037428,-0.07057083249790308,-0.07115980454831039,-0.07204267912056717,-0.07351258189424936,-0.08481493564040277,-0.08522081269472892,-0.08582933143018723,-0.08684273818415911,-0.09307431522717435,-0.09319572577495283,-0.09337781393254851,-0.09368122043780469
2016-01-22,-0.025949074587787058,-0.026308343371729936,-0.02684703320156734,-0.027744280920765974,-0.03893042243293188,-0.039463433961886785,-0.04026247564782304,-0.04159294437167038,-0.05191178896758253,-0.05261460839848686,-0.053667999891059415,-0.0554214206747039,-0.061848583615859654,-0.06239024460370435,-0.0632022229171636,-0.06455415266282893,-0.06428436828216089,-0.0644198120083811,-0.06462294394551826,-0.06496140745291978
2016-01-25,-0.030740352053534648,-0.03110873874530884,-0.03166109143098306,-0.032581073257994864,-0.04602155733647495,-0.04656674319182763,-0.04738401637906087,-0.04874479106947005,-0.06123892692833788,-0.06195601421188068,-0.06303075684359005,-0.06481962804903108,-0.0733853103503429,-0.07394651475706226,-0.07478775777634594,-0.07618832775047435,-0.0783774458801545,-0.07852639059147726,-0.07874976607754203,-0.07912194769706526
2016-01-26,-0.028366480245128223,-0.02874692859343686,-0.029317357302482305,-0.030267421973570352,-0.04251688879539128,-0.04308054958820429,-0.04392549802498513,-0.04533229916686221,-0.05664057508130549,-0.057382783144303895,-0.05849514070112494,-0.060346527081243106,-0.06771174162787774,-0.06830304729562908,-0.0691893781981392,-0.07066492417890935,-0.07170139426083932,-0.07186187493961582,-0.07210254773839864,-0.07250354051635732
2016-01-27,-0.03874336354896968,-0.039143720889078804,-0.039743980491924624,-0.04074367647900268,-0.05785552776012537,-0.05844558635743169,-0.05933006199054314,-0.06080255668218415,-0.07679041649153151,-0.0775633019121924,-0.0787215586200809,-0.08064913246394467,-0.09260344787816666,-0.09323645544877313,-0.09418521923658563,-0.09576450058723562,-0.10333118995470225,-0.10349185020239926,-0.10373279033637495,-0.1041342232939858
2016-01-28,-0.0292264994850312,-0.029668752736711324,-0.030331794228497966,-0.031435961570759674,-0.04386405992901399,-0.04451863659876565,-0.045499749309733106,-0.047132932885179835,-0.05851005352579186,-0.05937107373620709,-0.06066128278824712,-0.0628081121529972,-0.0701443841090138,-0.0708825511939647,-0.0719888016575585,-0.07382988824203329,-0.0709454059901663,-0.07113343206227773,-0.07141540463046714,-0.07188518152270007
2016-01-29,-0.026958635180854396,-0.02741506661595583,-0.028099352136901734,-0.02923886426754274,-0.04051355659232869,-0.04118984280786475,-0.042203467359788305,-0.04389069760632691,-0.05411114597172828,-0.05500167439576342,-0.05633605220300575,-0.05855624714936791,-0.0647136982739589,-0.06548764325703105,-0.06664746106208153,-0.06857756166855311,-0.06335086716417715,-0.0635851084715674,-0.06393636944174297,-0.06452153517788606
2016-02-01,-0.027672708998335738,-0.02814699756171546,-0.028858037041769924,-0.03004205457178266,-0.04156974624505683,-0.04227218965655988,-0.04332497978934602,-0.04507729906760716,-0.05549944145294761,-0.05642401499442806,-0.05780933775752395,-0.0601141144072207,-0.06642961571605954,-0.06724584063809447,-0.06846894478001464,-0.07050416710237795,-0.06563681052723624,-0.06590156859377005,-0.06629857579497767,-0.0669599082068082
2016-02-02,-0.034873433224968164,-0.03534971725540803,-0.03606374277480462,-0.0372527179648896,-0.052216457509287384,-0.052919239586102784,-0.05397252506189987,-0.05572563623827742,-0.06948873933019095,-0.07041031397718323,-0.07179112191573656,-0.07408833005416793,-0.0837138752076727,-0.08452820416466167,-0.0857484438674907,-0.08777883763812355,-0.0889163720270898,-0.08918686660775244,-0.08959246871231374,-0.09026809966821348
2016-02-03,-0.03677331885382551,-0.037263340478498996,-0.03799794602161066,-0.03922115101728052,-0.05501507542164441,-0.05573739415935541,-0.056819927159099226,-0.058621631224975435,-0.0731522276901555,-0.07409845763491962,-0.07551614960765651,-0.07787456797709003,-0.0882232289555216,-0.08906836789013872,-0.09033471270792048,-0.09244165601369914,-0.09465653021005194,-0.09493638693035278,-0.09535602080481576,-0.09605500756003416
2016-02-04,-0.03580542814116183,-0.03630988719253003,-0.037066121845216515,-0.038325303358798246,-0.05359073447987628,-0.05433465810149507,-0.05544953820161458,-0.057304993777701485,-0.07128955638249546,-0.07226451091787967,-0.07372518377984161,-0.07615495495692548,-0.0859327497620197,-0.0868129983938738,-0.0881318896899762,-0.09032609628250543,-0.09187391550355883,-0.0921720005758514,-0.09261895638159434,-0.09336342480362003
2016-02-05,-0.04670167095529465,-0.04722885187339021,-0.048019118695695084,-0.049334885645687,-0.06963361440208682,-0.07040676416164049,-0.07156537720348954,-0.07349343818415088,-0.0922800385798146,-0.09328768196392745,-0.09479721245158834,-0.09730794583681546,-0.11175715024541566,-0.11267986286888054,-0.1140622488944325,-0.11636174464726023,-0.12636048431605018,-0.1266555970069858,-0.12709809049049814,-0.1278351117209986
2016-02-08,-0.05159726558704614,-0.052133144760393435,-0.05293643790611269,-0.054273859311591566,-0.07680035834381727,-0.07758424456177504,-0.07875891884274855,-0.08071363293149514,-0.10160309902137754,-0.10262210142162387,-0.10414859995096082,-0.10668742598521963,-0.12316091755115455,-0.12409833897823619,-0.12550270638759353,-0.12783862017229009,-0.14086217206928553,-0.14116793808074257,-0.1416263947599835,-0.1423899765943587
2016-02-09,-0.05209637619883489,-0.052646224609739334,-0.05347044169446957,-0.054842656656787336,-0.07752912902513853,-0.07833319933461846,-0.07953808443471833,-0.08154297605087202,-0.1025486876634305,-0.10359360182690514,-0.10515885535636005,-0.10776197346502103,-0.12431454057173807,-0.12528365179351875,-0.126735424249382,-0.12915000159679835,-0.14225693100540737,-0.1425800428545707,-0.14306449479153394,-0.14387133944469088
